RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
346,15748501,Miller,792,Germany,Male,52,1,180769.9,2,1,0,17091.78,0
347,15737965,He,616,Spain,Male,39,7,0.0,1,1,1,130663.7,0
348,15716381,Taylor,788,Spain,Male,44,4,45546.74,1,1,0,60827.19,0
349,15647333,Smith,571,France,Female,37,8,60614.25,2,1,1,116734.08,0
350,15734508,Taylor,537,France,Female,49,0,52299.92,2,1,0,176205.35,0
351,15676213,Hargrave,649,Germany,Male,52,10,0.0,1,1,1,166396.2,1
352,15736967,Wilson,570,France,Female,29,3,0.0,2,1,0,115182.54,0
353,15750810,Obinna,681,Spain,Male,33,7,102463.98,1,1,1,21726.7,0
354,15630746,Harris,613,France,Male,36,8,130645.83,1,1,1,89506.79,0
355,15649377,Harris,792,Spain,Male,48,8,0.0,2,1,1,145168.19,0
356,15779476,Williams,607,France,Female,32,9,36388.36,1,1,0,113404.8,0
357,15654045,Mitchell,658,France,Female,18,10,100815.5,2,1,1,65865.91,1
358,15697888,Jones,707,Spain,Male,47,0,0.0,1,1,0,61688.24,0
359,15770862,Wilson,742,France,Male,31,0,102734.2,2,0,1,135693.74,0
360,15707455,Chu,793,France,Female,35,6,0.0,1,1,0,126341.73,0
361,15736672,Hill,627,France,Male,35,10,0.0,2,0,0,118454.63,1
362,15693179,Wilson,611,Spain,Female,18,5,59976.35,2,1,0,190402.18,1
363,15771836,Onio,464,Germany,Male,27,6,0.0,1,1,1,178969.39,0
364,15645714,Miller,848,Spain,Female,47,7,95544.84,1,1,1,62810.71,0
365,15787907,Boni,685,Germany,Male,38,10,0.0,1,1,0,49803.49,0
366,15702946,Onio,722,France,Male,48,5,34784.34,1,1,1,184547.93,0
367,15709616,Thomas,703,France,Female,55,9,145126.62,1,1,0,41669.97,0
368,15705983,Mitchell,654,France,Male,22,9,0.0,1,0,1,195431.78,0
369,15787563,Bartlett,683,Germany,Male,35,9,122184.71,1,1,0,43097.92,0
370,15724123,Wilson,595,Germany,Male,37,6,0.0,1,0,0,21665.89,1
371,15749661,Garcia,620,France,Male,54,10,0.0,1,0,1,78140.77,0
372,15643484,Onio,557,France,Male,28,6,0.0,2,1,0,180198.85,0
373,15682989,Johnson,801,France,Male,42,6,118087.17,2,0,0,146273.82,0
374,15636212,Wilson,704,France,Male,51,1,18445.23,2,1,0,119722.64,0
375,15643525,Obinna,841,France,Female,47,2,148123.55,1,1,0,140316.29,0
376,15778274,He,850,France,Male,44,9,0.0,2,1,1,104036.94,1
377,15763707,Thompson,513,France,Male,31,8,0.0,2,0,0,63572.86,0
378,15663208,Smith,745,Spain,Female,49,0,131830.99,2,1,0,99405.62,0
379,15633828,Clark,518,France,Female,22,7,0.0,2,1,1,75965.26,1
380,15749783,Obinna,667,Spain,Male,44,6,149330.55,2,1,1,153607.07,1
381,15603420,Garcia,680,France,Male,21,5,87570.31,2,1,0,33356.01,0
382,15696752,Jones,525,Germany,Male,56,0,0.0,2,0,1,89976.96,0
383,15731373,Johnson,578,France,Male,27,8,0.0,2,0,0,21342.58,1
384,15776308,Wilson,684,Germany,Female,34,1,29333.86,2,0,1,8668.64,1
385,15715294,Bearce,667,France,Female,55,9,0.0,2,1,1,46501.4,0
386,15797307,He,551,France,Female,43,4,28357.38,1,1,0,32217.72,0
387,15785312,Chu,582,Spain,Male,31,8,126918.71,1,0,1,156373.97,0
388,15724019,White,505,Germany,Female,40,7,41251.24,1,0,0,32090.74,1
389,15665726,Brown,533,France,Male,41,9,0.0,2,1,0,134473.02,0
390,15741564,Brown,613,France,Male,43,3,0.0,1,1,1,100580.39,0
391,15715668,Hargrave,745,France,Male,36,7,75672.91,1,1,1,72233.19,0
392,15606102,Harris,758,Germany,Female,35,8,140931.99,2,1,1,12345.08,0
393,15781408,Davis,827,Germany,Female,45,10,29537.14,1,1,0,83388.47,0
394,15718015,Chu,691,France,Male,36,4,66880.61,2,1,0,113744.51,1
395,15626641,Brown,668,France,Male,28,0,0.0,2,1,0,23550.15,0
396,15765656,Martin,698,France,Male,35,10,50767.31,1,1,0,181928.73,0
397,15763817,Hargrave,697,France,Female,38,5,46375.2,2,0,1,22169.65,0
398,15754165,Obinna,493,Germany,Female,42,3,0.0,1,1,1,166117.08,0
399,15797177,Brown,833,Germany,Male,40,5,153002.16,2,0,1,156651.72,0
400,15703746,Bearce,462,Germany,Female,25,0,107304.8,2,0,1,176939.16,0
401,15782957,Martin,761,France,Female,43,3,1338.07,2,1,1,21240.49,0
402,15636631,Hill,655,Spain,Female,36,4,35111.76,1,0,1,92041.98,0
403,15672991,Thomas,544,France,Male,33,5,55477.22,2,0,1,62912.23,0
404,15604014,Martin,701,Germany,Male,48,4,79863.53,1,1,1,137138.61,1
405,15611093,Clark,638,Spain,Male,31,1,89955.08,2,1,1,37432.08,1
406,15618070,Davis,583,Germany,Male,56,2,52247.9,1,1,1,18004.29,1
407,15635777,Garcia,515,France,Female,55,4,0.0,2,0,0,43770.14,1
408,15656958,Taylor,507,France,Male,49,10,92510.0,2,1,0,198386.47,0
409,15682074,Jones,590,Spain,Female,32,6,44029.24,1,1,0,51008.65,0
410,15610729,He,612,France,Male,44,3,155966.2,2,0,0,57329.94,1
411,15776089,Robinson,532,Germany,Male,41,10,0.0,1,1,0,144374.3,0
412,15797392,Taylor,653,France,Male,31,5,62785.06,2,1,1,62356.29,0
413,15758823,Taylor,546,France,Male,49,8,150450.95,2,1,0,105688.27,0
414,15705864,Miller,684,France,Male,38,9,0.0,1,1,1,150172.61,0
415,15730858,Robinson,769,France,Female,18,6,0.0,1,1,1,66976.93,0
416,15705510,Smith,678,Spain,Female,53,2,167076.88,1,0,0,72143.99,1
417,15654748,Miller,640,Spain,Male,54,10,129438.51,2,1,1,44666.47,0
418,15605801,Hargrave,598,Germany,Female,38,4,139615.01,1,0,1,149985.28,1
419,15750262,Smith,790,France,Male,45,8,0.0,1,1,1,198583.26,0
420,15780761,Harris,631,France,Male,42,4,71723.59,1,0,0,12485.96,0
421,15782065,Brown,850,Germany,Male,34,2,0.0,1,0,0,81409.76,1
422,15629592,Obinna,535,France,Male,65,7,0.0,1,1,0,68659.35,0
423,15610647,He,678,Germany,Male,32,6,0.0,1,1,1,70968.37,0
424,15739788,Lewis,787,France,Female,39,4,120979.23,1,1,1,104849.6,0
425,15710627,Taylor,583,Germany,Female,27,4,88521.61,1,0,1,131742.21,0
426,15670316,Onio,627,Spain,Female,47,0,0.0,1,0,1,98249.18,0
427,15602368,Wilson,710,France,Female,45,7,73992.55,1,1,1,152281.29,0
428,15677575,Johnson,687,Spain,Female,47,5,42293.5,2,1,0,12665.71,0
429,15606655,Obinna,704,Spain,Male,26,4,10021.11,3,0,1,160149.24,1
430,15670031,White,762,Germany,Male,41,6,0.0,2,1,0,176541.83,0
431,15687922,Martin,616,France,Female,42,1,0.0,2,1,0,119497.15,1
432,15786838,Smith,789,France,Female,25,2,0.0,1,1,0,63970.74,0
433,15724046,Johnson,483,Spain,Male,42,8,0.0,1,1,0,94775.54,0
434,15744475,Miller,754,Germany,Male,32,4,0.0,2,0,1,119086.9,0
435,15632097,He,761,Spain,Male,36,5,81040.92,1,1,1,159261.64,0
436,15742038,Taylor,574,Germany,Male,44,7,94552.5,2,1,1,156776.61,0
437,15724862,Hill,509,France,Female,40,2,65285.6,1,1,1,69468.94,1
438,15718834,Lewis,627,Spain,Male,31,0,0.0,1,1,0,86613.51,0
439,15693848,Smith,689,France,Male,27,3,44776.19,1,0,0,153057.17,1
440,15652921,Jackson,617,Spain,Male,37,1,0.0,2,0,0,85677.32,0
441,15780798,Smith,698,France,Female,41,8,0.0,2,0,1,127045.65,0
442,15726141,Jones,837,France,Male,39,3,129967.05,1,0,1,197382.98,0
443,15781372,Martin,517,France,Female,37,8,0.0,2,1,0,168118.57,0
444,15622677,Harris,460,Spain,Male,36,6,0.0,2,0,1,43610.96,0
445,15655609,Thompson,643,Spain,Male,53,6,43004.56,2,1,0,82374.71,0
446,15787733,Obinna,584,Spain,Male,40,0,67270.88,1,1,0,109054.47,0
447,15631024,Onio,603,France,Male,41,1,0.0,2,1,1,119630.99,0
448,15670313,Martin,772,France,Male,36,6,15104.32,1,1,1,59573.78,0
449,15727813,Jackson,638,Germany,Male,34,4,71978.1,1,1,0,183942.8,0
450,15784078,Anderson,647,France,Female,57,6,182851.44,1,0,0,181980.07,1
451,15695285,Thompson,607,Spain,Male,44,2,123539.74,1,0,1,32788.13,0
452,15746410,Thompson,646,Spain,Female,46,7,0.0,2,1,1,185948.02,0
453,15799099,Johnson,676,France,Male,30,3,15111.73,2,0,1,89086.06,0
454,15713632,Jackson,850,Germany,Male,48,7,0.0,2,1,0,87649.43,0
455,15750580,White,677,Spain,Male,28,5,0.0,1,1,0,36557.34,0
456,15603051,Anderson,762,Spain,Female,42,8,125576.56,1,0,0,16789.97,0
457,15779819,Obinna,668,Germany,Male,40,5,111376.9,2,1,0,49701.67,1
458,15714692,Taylor,453,Spain,Male,52,3,0.0,2,1,0,176017.38,0
459,15687235,Williams,594,France,Male,34,2,26329.92,2,1,1,81405.23,0
460,15785093,He,677,France,Female,44,3,0.0,2,1,0,183925.02,0
461,15797484,Bartlett,720,France,Female,42,10,0.0,1,1,1,119946.81,0
462,15789407,Thompson,670,France,Male,31,6,0.0,1,1,0,1657.79,1
463,15787251,Harris,739,France,Female,44,7,0.0,1,1,1,66172.72,0
464,15763165,Wilson,508,France,Male,37,1,74643.29,2,0,1,25526.7,0
465,15770806,Taylor,654,Spain,Male,38,8,73681.73,1,0,1,149101.61,1
466,15673523,Davis,778,Germany,Female,35,6,71118.42,1,1,1,135407.32,1
467,15694476,Hargrave,555,France,Female,39,6,81644.62,2,0,1,45708.02,0
468,15617019,Jackson,758,France,Female,39,9,154345.18,1,1,0,41723.53,0
469,15683613,Bartlett,753,France,Male,44,3,0.0,1,1,1,180499.86,0
470,15686672,Robinson,530,France,Male,42,6,0.0,2,1,1,23487.13,0
471,15673847,Jones,682,France,Female,47,1,79473.75,2,1,0,6612.74,1
472,15682750,Garcia,665,Spain,Male,47,10,53395.88,2,0,1,73259.95,0
473,15628251,Bearce,632,Germany,Female,54,9,909.38,1,1,0,112763.72,1
474,15703481,Thompson,501,Germany,Female,45,2,109382.25,1,0,0,183818.58,1
475,15712566,Anderson,624,France,Female,40,1,0.0,1,1,1,182310.45,0
476,15625945,Lewis,634,France,Male,50,4,0.0,2,0,0,27930.29,0
477,15690852,Martin,485,France,Male,40,0,34566.5,1,0,0,157394.86,0
478,15632217,Wilson,523,Germany,Male,41,1,0.0,2,1,1,186889.27,0
479,15608308,Johnson,560,Germany,Female,18,10,146508.43,1,0,1,166706.55,0
480,15605949,Jones,548,France,Male,29,5,61775.78,3,1,1,82851.67,0
481,15783062,Smith,681,Spain,Male,45,5,0.0,1,1,1,41558.99,0
482,15732222,Brown,738,France,Female,52,7,109168.96,1,0,0,183116.79,0
483,15700235,Brown,619,Germany,Male,44,8,74032.9,2,0,0,106409.1,1
484,15674740,Hill,724,Germany,Male,45,8,175824.64,1,0,0,50638.72,0
485,15716352,Chu,742,France,Female,45,6,103662.42,2,1,0,64711.47,0
486,15666617,Mitchell,641,Germany,Female,39,9,0.0,2,1,0,112350.15,0
487,15616896,Williams,689,France,Male,29,0,135388.0,2,1,1,81248.68,1
488,15730798,Wilson,628,France,Female,45,3,75768.49,2,0,1,8015.97,0
489,15777247,Hill,541,France,Male,26,6,71022.89,1,1,0,114880.91,0
490,15738877,Onio,577,France,Female,43,1,129138.45,2,1,1,81175.47,1
491,15605237,Thomas,681,France,Male,53,8,49429.76,3,0,1,94695.74,1
492,15620056,Taylor,638,Germany,Male,41,0,42575.07,2,0,1,150536.82,0
493,15776615,Johnson,721,France,Male,44,8,9051.44,2,0,1,5148.05,0
494,15787628,Anderson,466,France,Male,49,6,23757.02,3,1,1,13151.78,1
495,15714548,Taylor,490,Germany,Male,37,9,83804.09,1,1,0,217.21,1
496,15711488,Bearce,501,Spain,Female,53,5,0.0,1,0,1,84943.32,1
497,15734415,Hill,666,Spain,Female,49,6,28754.54,1,1,0,56100.28,1
498,15744572,Garcia,516,Spain,Female,40,1,85594.5,1,1,0,81897.34,1
499,15784294,Robinson,681,Germany,Male,18,9,0.0,2,1,1,115444.62,1
500,15629375,Johnson,723,France,Female,37,1,34352.96,1,0,1,1675.06,0
501,15740734,Bearce,797,Germany,Female,37,2,112689.74,1,1,0,31694.16,0
502,15616964,Johnson,786,France,Male,42,5,0.0,1,0,0,25546.28,0
503,15713429,Taylor,582,France,Male,53,0,0.0,1,1,0,124238.07,0
504,15790710,Martin,488,France,Male,49,10,65058.92,1,1,0,118244.19,0
505,15667215,Thomas,588,France,Male,41,3,2339.76,2,0,0,15519.73,0
506,15669042,Smith,744,Germany,Female,36,7,0.0,1,1,0,160312.73,1
507,15744356,Hargrave,612,Germany,Male,20,7,0.0,1,1,1,32207.32,1
508,15693468,Davis,647,France,Male,46,4,50397.07,2,1,1,34616.14,0
509,15792461,Martin,595,Spain,Female,42,6,211400.96,1,1,1,80552.48,1
510,15609435,Robinson,803,Germany,Male,49,4,142985.44,2,0,1,66399.98,0
511,15785412,Jackson,551,France,Male,42,3,0.0,1,1,1,193011.41,0
512,15775150,Harris,656,Spain,Male,33,5,0.0,2,1,1,181463.83,0
513,15678832,Hargrave,757,France,Male,44,7,47514.39,1,0,1,10179.13,0
514,15651293,Thomas,828,Spain,Male,42,9,85936.73,1,0,1,78404.16,0
515,15678781,Davis,582,France,Female,49,0,83050.68,2,1,0,156718.5,1
516,15791475,Taylor,743,Germany,Male,36,2,61011.1,2,0,1,125858.96,1
517,15760196,White,588,Spain,Male,33,3,0.0,2,1,0,154335.58,0
518,15643919,Jones,783,Germany,Male,40,4,0.0,2,0,1,81430.73,0
519,15766319,Robinson,817,France,Male,38,0,0.0,1,1,1,77789.34,0
520,15721172,Clark,563,France,Female,33,8,32027.61,2,1,1,153439.37,0
521,15694758,Harris,713,France,Male,33,7,0.0,1,0,0,58403.85,0
522,15793824,Garcia,757,Spain,Female,51,1,0.0,2,1,1,11541.36,0
523,15656573,Bartlett,621,France,Male,38,4,158722.51,1,1,1,178067.23,0
524,15659101,Anderson,703,France,Female,50,8,56074.4,2,1,0,189219.6,0
525,15626646,Hargrave,708,Spain,Female,60,2,96747.48,2,1,1,122308.19,0
526,15704185,Anderson,844,France,Male,37,4,179142.82,1,1,0,147387.12,0
527,15623049,Lewis,458,Spain,Female,32,8,169393.71,1,1,0,137923.34,0
528,15698116,Lewis,644,France,Male,29,5,2143.88,2,0,1,107350.12,0
529,15697379,Hargrave,528,France,Female,50,4,95886.38,1,1,1,120058.04,0
530,15668385,Robinson,651,France,Male,38,7,0.0,1,1,0,108052.74,1
531,15726131,Mitchell,574,Spain,Male,40,4,0.0,1,1,0,22686.89,0
532,15771230,Robinson,625,France,Male,36,8,104731.57,2,1,0,63771.48,0
533,15796489,Taylor,565,France,Female,38,10,0.0,1,0,1,3472.38,0
534,15623289,Johnson,665,Germany,Female,66,2,107540.12,1,1,1,15426.35,1
535,15710226,Chu,754,Germany,Male,33,0,0.0,2,1,1,101669.47,0
536,15700793,Bearce,613,France,Female,19,3,136127.29,1,1,1,35571.71,1
537,15609823,Wilson,788,Germany,Female,39,6,0.0,2,1,0,71456.79,0
538,15791232,White,751,France,Female,34,2,91488.3,2,1,1,167409.22,0
539,15641975,Clark,847,France,Male,46,9,0.0,1,0,0,17397.92,1
540,15609540,Taylor,689,Germany,Male,39,7,110156.71,2,1,0,166373.39,1
541,15616364,Onio,644,France,Male,51,1,124031.16,2,1,1,178919.87,1
542,15735683,Brown,496,Spain,Male,19,8,6829.25,1,1,1,63717.85,1
543,15627663,He,574,France,Male,45,2,0.0,2,0,0,91062.45,1
544,15651991,He,629,Spain,Male,53,10,69844.54,1,1,1,82435.36,0
545,15788751,Garcia,641,France,Female,35,5,0.0,2,1,1,28902.35,0
546,15704182,White,850,Spain,Female,35,6,0.0,1,1,0,18809.86,1
547,15762049,Brown,629,France,Female,35,4,54788.96,1,1,0,90041.41,0
548,15694704,Chu,478,Spain,Female,34,9,0.0,2,1,0,113400.36,0
549,15649115,Harris,714,France,Female,50,4,0.0,1,1,0,97697.82,1
550,15691007,Martin,708,Spain,Male,30,0,0.0,2,1,0,136068.47,0
551,15791962,Miller,605,Germany,Female,45,3,0.0,2,1,1,95206.82,0
552,15797459,Thompson,850,France,Male,24,0,0.0,1,1,1,172717.66,0
553,15749143,Clark,466,France,Male,27,8,30859.65,1,1,0,121036.16,0
554,15790347,He,771,Spain,Male,40,8,0.0,2,0,1,45268.16,0
555,15611938,Clark,621,France,Male,28,4,37259.64,2,1,1,175226.9,0
556,15766267,Thompson,557,Germany,Female,28,4,0.0,2,1,1,172127.76,0
557,15691680,Garcia,850,France,Female,51,4,0.0,1,0,0,74030.79,1
558,15604000,He,721,Spain,Male,44,6,0.0,1,1,0,37850.47,0
559,15701042,Anderson,621,Germany,Male,39,5,233513.73,2,1,0,155688.85,0
560,15693610,Martin,619,France,Male,45,1,53512.66,1,1,0,11973.06,1
561,15703691,Bearce,676,France,Female,25,10,0.0,3,1,0,85593.42,1
562,15638304,Mitchell,605,France,Male,30,9,0.0,2,0,0,91938.12,0
563,15669449,Davis,776,France,Female,41,2,7915.87,1,0,1,125822.94,0
564,15682986,Anderson,658,France,Male,24,4,144799.84,1,1,0,54288.0,0
565,15751836,Miller,748,Spain,Female,25,6,185587.41,2,1,1,70979.02,0
566,15708940,Chu,670,Spain,Male,36,1,22132.0,2,0,1,190671.94,0
567,15638494,Boni,734,France,Male,41,10,127550.35,1,1,1,174590.41,0
568,15603373,Hill,780,Germany,Male,37,3,53020.34,2,1,0,76368.54,0
569,15743233,Mitchell,813,France,Female,30,0,0.0,1,0,0,193383.23,0
570,15697532,Clark,697,France,Male,30,6,0.0,1,0,0,12455.47,0
571,15692658,Chu,565,France,Female,36,10,75522.7,2,1,1,60859.59,0
572,15723633,Taylor,633,Germany,Male,46,1,0.0,1,0,0,142137.66,0
573,15700386,Wilson,647,Spain,Female,54,7,0.0,2,0,0,120059.68,1
574,15627350,Brown,594,France,Male,39,9,58346.9,2,1,1,105074.01,0
575,15693008,Onio,578,France,Male,19,10,73154.98,1,0,0,154036.14,0
576,15694297,Harris,666,France,Male,48,0,163481.05,2,1,1,195473.93,0
577,15625351,Jackson,554,Spain,Female,45,1,0.0,2,0,1,139418.85,1
578,15688668,Mitchell,535,France,Male,33,7,103021.96,2,1,1,86549.18,0
579,15714585,Johnson,485,Germany,Male,37,4,0.0,2,1,1,136606.14,0
580,15746377,Johnson,696,Spain,Male,53,4,120746.1,2,1,0,105698.34,0
581,15675353,Martin,683,France,Female,55,10,66239.42,3,1,0,126541.8,0
582,15665953,Wilson,618,Germany,Male,31,6,0.0,2,1,1,134527.13,0
583,15657458,Obinna,746,France,Female,61,3,0.0,1,0,0,198712.32,0
584,15620358,Jackson,553,Spain,Male,43,8,0.0,2,1,0,99293.57,0
585,15603267,Williams,686,France,Male,64,2,0.0,2,0,0,152843.93,0
586,15682745,Wilson,655,Spain,Male,25,7,0.0,1,0,0,190018.96,0
587,15689588,Jackson,578,Spain,Male,33,2,12225.07,2,0,1,44022.11,0
588,15638513,Hargrave,602,Germany,Male,18,7,163768.86,1,0,0,76638.51,1
589,15757164,Hill,594,France,Male,37,0,37543.41,1,0,1,111238.74,0
590,15611338,Johnson,674,Spain,Male,47,9,16118.54,1,1,0,78931.81,0
591,15731484,Davis,707,France,Female,57,9,122968.45,1,0,0,146069.48,0
592,15607543,Bartlett,608,France,Male,31,6,46225.32,1,0,0,33195.1,0
593,15705891,Wilson,580,France,Male,42,0,175550.46,1,1,1,189297.02,0
594,15764568,Martin,663,Germany,Female,36,1,0.0,1,1,1,75383.18,0
595,15660692,Johnson,489,Spain,Male,46,10,64894.56,2,0,1,182967.79,1
596,15644425,Garcia,653,Spain,Male,37,10,162985.06,2,0,0,191551.02,0
597,15638756,Hill,801,Germany,Female,36,0,81732.27,1,1,1,39307.97,1
598,15618888,Davis,581,Germany,Male,21,9,19996.0,3,0,1,112856.06,1
599,15766807,Chu,632,Spain,Male,41,2,0.0,2,1,1,152343.97,0
600,15647295,Obinna,749,Spain,Male,53,8,0.0,1,1,1,6844.3,0
601,15714352,Jones,723,France,Male,26,0,144409.96,1,1,0,80445.13,1
602,15683042,Wilson,655,France,Female,48,2,185797.42,2,1,0,82897.57,0
603,15685999,Smith,644,France,Male,39,1,62530.25,2,1,1,133097.02,0
604,15617955,Wilson,530,Germany,Female,18,4,60269.38,2,0,0,104332.8,0
605,15637841,Taylor,697,Germany,Female,35,6,0.0,1,1,0,146337.11,0
606,15670640,Onio,519,Spain,Female,36,5,91598.27,2,1,0,72081.96,1
607,15796582,Brown,449,Spain,Female,43,9,109719.98,2,1,1,81485.76,1
608,15765983,Williams,747,France,Male,44,4,96161.16,2,1,0,81416.5,1
609,15790103,Bearce,687,France,Male,40,2,0.0,1,1,0,65602.99,0
610,15738429,Taylor,735,France,Female,45,6,0.0,2,0,0,15660.66,1
611,15763551,Harris,578,France,Male,29,8,0.0,2,0,1,91553.89,0
612,15661476,Anderson,695,France,Male,37,1,0.0,2,1,1,172768.82,1
613,15644811,White,607,Spain,Male,37,5,46141.9,1,1,0,85090.77,0
614,15767280,Garcia,618,France,Male,50,4,0.0,2,0,1,28697.5,0
615,15751222,Thomas,744,Germany,Female,20,8,83051.07,2,1,0,61438.31,1
616,15671180,Jackson,635,France,Female,45,7,83145.59,2,1,0,151651.46,1
617,15774358,Thompson,582,France,Female,54,8,0.0,1,1,1,50904.82,0
618,15712856,Martin,517,Spain,Male,40,6,102184.33,1,0,1,11823.1,1
619,15668450,Williams,684,Spain,Male,72,4,0.0,2,1,0,10894.2,0
620,15752424,Johnson,752,France,Male,34,3,101403.47,1,1,0,121389.18,0
621,15786141,Anderson,574,Spain,Male,37,7,0.0,2,1,0,179570.85,0
622,15711888,He,716,France,Male,33,1,54143.23,2,0,1,52026.04,1
623,15710448,Wilson,558,Germany,Male,36,0,73950.11,1,1,1,197588.55,0
624,15614397,Williams,722,France,Male,45,2,101700.14,1,0,1,44055.68,0
625,15772627,He,653,Germany,Female,35,6,0.0,2,1,0,69224.38,1
626,15778031,Robinson,675,France,Male,30,0,103125.56,1,1,1,93523.45,1
627,15731800,Lewis,582,Germany,Male,23,4,130481.35,1,1,1,21516.79,1
628,15781589,Harris,684,Germany,Female,37,4,0.0,1,0,1,58641.41,1
629,15719180,White,592,France,Male,38,2,0.0,2,1,0,120294.02,0
630,15666234,Johnson,609,Spain,Male,35,10,0.0,1,1,0,2433.76,0
631,15639954,Thompson,502,France,Female,61,0,0.0,1,1,1,96697.44,0
632,15778352,Hill,575,Spain,Female,45,4,76430.06,2,0,0,131887.21,1
633,15679459,Chu,599,France,Female,33,7,0.0,1,1,0,59666.06,0
634,15747851,Davis,680,Germany,Male,46,8,0.0,2,1,1,174225.04,1
635,15795004,Taylor,707,Germany,Female,47,5,233720.63,2,1,1,55459.18,1
636,15755538,Chu,591,France,Male,38,0,0.0,1,1,1,182406.32,0
637,15768011,Robinson,634,France,Female,34,4,142811.41,1,1,1,166650.04,0
638,15766342,Bearce,813,Germany,Female,29,1,0.0,1,1,0,46702.9,0
639,15659163,Mitchell,662,Spain,Female,52,0,46364.78,2,1,1,12606.11,0
640,15651934,He,597,Spain,Female,37,2,139711.71,1,1,0,6332.41,1
641,15795967,Clark,487,France,Female,37,10,85149.7,2,1,1,155194.49,0
642,15763379,Davis,567,France,Male,50,9,0.0,2,1,1,112398.43,1
643,15654098,Obinna,563,Germany,Male,39,4,0.0,1,0,0,35528.69,0
644,15791993,Davis,841,Germany,Female,63,8,183427.59,2,1,1,32826.89,0
645,15605486,Williams,567,Spain,Male,33,6,122939.94,1,1,1,75570.66,0
646,15739407,Williams,654,France,Female,35,5,66921.92,2,1,1,17336.59,0
647,15686900,Thomas,685,France,Female,31,8,0.0,1,1,0,138253.85,0
648,15726020,Hill,757,Germany,Female,30,5,13886.77,3,1,1,189825.36,1
649,15702795,Thompson,650,France,Male,43,10,0.0,2,0,0,82816.99,0
650,15742202,Brown,600,Germany,Male,46,3,45409.42,2,1,0,173894.69,0
651,15687508,Thompson,594,France,Female,35,6,74900.45,2,0,1,65429.26,0
652,15718324,White,684,France,Male,39,1,95030.5,2,1,1,49382.28,0
653,15660566,Clark,583,Germany,Female,41,1,118795.24,2,1,0,66875.45,1
654,15797775,Wilson,542,France,Female,51,5,153929.25,1,1,0,41775.79,0
655,15627192,Bearce,600,France,Male,32,4,26632.97,1,1,0,47329.71,0
656,15601062,Bearce,521,Spain,Female,40,5,1649.66,2,1,0,137901.29,0
657,15684076,Hargrave,829,Spain,Male,43,1,22530.47,2,0,0,172952.58,0
658,15689780,Thomas,707,Spain,Male,43,1,88069.9,1,0,1,76216.1,0
659,15752617,Jones,807,Spain,Male,39,0,118260.23,2,1,0,118262.13,1
660,15621689,Anderson,697,France,Female,49,1,114752.8,1,1,1,31954.06,0
661,15611174,Lewis,797,France,Female,32,10,97589.21,2,1,0,151308.07,0
662,15688461,Williams,685,France,Male,37,9,0.0,1,0,1,17768.21,1
663,15726174,Hargrave,720,Spain,Male,33,6,0.0,2,1,1,35712.81,0
664,15703033,Harris,443,Spain,Male,32,1,0.0,2,0,0,83519.31,0
665,15609348,White,561,Germany,Male,40,2,0.0,1,1,1,23556.78,0
666,15754786,Anderson,653,Spain,Male,48,10,104942.02,2,0,0,179231.69,1
667,15638102,Lewis,655,Germany,Female,31,5,114106.14,1,0,1,98495.15,0
668,15674460,Davis,642,France,Female,48,5,0.0,1,1,1,57073.96,1
669,15702634,Brown,693,France,Male,35,9,126569.23,2,1,1,27774.67,1
670,15689930,Bartlett,697,France,Female,29,10,72684.34,2,1,1,33924.61,0
671,15606801,Thomas,733,France,Female,32,8,122322.97,1,0,1,146040.82,0
672,15703150,Davis,714,France,Female,48,10,0.0,1,1,0,176295.38,0
673,15779208,Garcia,766,Spain,Male,28,1,8383.26,2,0,0,128894.3,1
674,15754697,Harris,767,France,Female,59,6,139267.42,1,1,1,71395.56,0
675,15775333,Bearce,666,Germany,Female,40,0,127037.94,1,1,1,52199.08,0
676,15601542,Thomas,850,France,Female,22,5,0.0,1,1,0,97436.15,0
677,15621677,Martin,781,Spain,Female,28,8,64953.53,2,1,1,60267.51,0
678,15777804,Martin,571,Spain,Male,47,7,0.0,2,1,1,99116.62,0
679,15781415,Bartlett,688,Spain,Female,24,5,201910.46,1,1,1,2254.5,0
680,15639081,Hargrave,471,France,Male,45,5,42628.62,2,1,0,176491.18,0
681,15793928,Lewis,487,France,Male,27,5,57370.07,2,0,1,117680.92,0
